,,,,,"Normalized abundance",,,"Raw abundance",,
"AT2G14835.1","1","1","38.46","| Symbols:  | RING/U-box superfamily protein | chr2:6367238-6370610 FORWARD LENGTH=343","534573.780612729","54080.7182038603","2233.84788979593","1080769.1245531","54080.7182038603","8818.07807228329"
"AT2G15760.1","10","9","254","| Symbols:  | Protein of unknown function (DUF1645) | chr2:6865807-6866754 REVERSE LENGTH=315","3644425.86980848","2571774.70196625","319608.021532522","7368081.07628649","2571774.70196625","1261647.44666623"
"AT2G15860.1;AT2G15860.2","14","13","546.48","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to ","56201238.0892375","14026143.4339118","2729089.44719227","113624283.665548","14026143.4339118","10773036.034152"
"AT2G15900.1","4","4","102.18","| Symbols:  | Phox-associated domain;Phox-like;Sorting nexin, C-terminal | chr2:6927390-6932535 FORWARD LENGTH=994","221045.471522975","33996.3326494538","808460.672016464","446896.442377862","33996.3326494538","3191385.30281176"
"AT2G16070.2","8","8","475.07","| Symbols: PDV2 | plastid division2 | chr2:6984072-6985356 REVERSE LENGTH=307","11525.4520623906","5808.59431378427","3758559.14476091","23301.4659291203","5808.59431378427","14836850.8568521"
"AT2G16250.1","1","1","39.88","| Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:7039682-7042933 REVERSE LENGTH=915","1463552.14664483","2665684.78206177","750951.250255685","2958921.7234974","2665684.78206177","2964367.79938419"
"AT2G16360.1","1","1","50.8","| Symbols:  | Ribosomal protein S25 family protein | chr2:7076713-7077366 REVERSE LENGTH=125","35350.977637139","294898.378231911","25699.2626087314","71470.4808552242","294898.378231911","101447.41954861"
"AT2G16405.1","5","5","159.52","| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:7105915-7108787 REVERSE LENGTH=482","740986.272934584","2583591.31339671","596495.655273082","1498081.48949516","2583591.31339671","2354656.86003192"
"AT2G16440.1","2","2","50.01","| Symbols: MCM4 | Minichromosome maintenance (MCM2/3/5) family protein | chr2:7126536-7130665 REVERSE LENGTH=847","858195.004044662","400183.299007424","56911.7718996507","1735047.05403635","400183.299007424","224658.290358769"
"AT2G16485.1","5","4","193.04","| Symbols:  | nucleic acid binding;zinc ion binding;DNA binding | chr2:7137269-7145222 REVERSE LENGTH=1773","507400.354580877","2200277.93383251","631700.789160501","1025831.52579939","2200277.93383251","2493628.55124802"
"AT2G16600.1","4","2","106.54","| Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173","7405.59978214906","372452.380949872","21533.7850232204","14972.1963246494","372452.380949872","85004.2647907729"
"AT2G16640.1","5","4","124.45","| Symbols: ATTOC132, TOC132 | multimeric translocon complex in the outer envelope membrane 132 | chr2:7211489-7215109 REVERSE LENGTH=1206","711514.310993827","1506515.05732407","796663.580300405","1438496.84905681","1506515.05732407","3144816.47587718"
"AT2G16850.1","1","1","25.54","| Symbols: PIP3B, PIP2;8 | plasma membrane intrinsic protein 2;8 | chr2:7301647-7303180 FORWARD LENGTH=278","2736986.67250451","4800807.50756489","1939.88107847082","5533475.07347942","4800807.50756489","7657.6488842593"
"AT2G16920.1","5","4","310.36","| Symbols: UBC23, PFU2 | ubiquitin-conjugating enzyme 23 | chr2:7334559-7338827 REVERSE LENGTH=1102","106286.0507534","61404.1591626379","624317.747215983","214882.746200709","61404.1591626379","2464484.11371711"
"AT2G16940.1","1","1","30.06","| Symbols:  | Splicing factor, CC1-like | chr2:7342869-7347052 REVERSE LENGTH=561","8862223.89171987","1715393.15497124","472465.265714174","17917111.3593886","1715393.15497124","1865048.92232848"
"AT2G17150.1","1","1","38.4","| Symbols:  | Plant regulator RWP-RK family protein | chr2:7467049-7470533 REVERSE LENGTH=909","2797854.74067161","1102196.07046353","13354.3748873579","5656534.4735697","1102196.07046353","52716.176827071"
"AT2G17290.1","5","0","152.33","| Symbols: CPK6, ATCDPK3, ATCPK6 | Calcium-dependent protein kinase family protein | chr2:7517005-7519239 FORWARD LENGTH=544",,,,"0","0","0"
"AT2G17360.1","2","1","53.67","| Symbols:  | Ribosomal protein S4 (RPS4A) family protein | chr2:7546598-7548138 FORWARD LENGTH=261","0","0","80700.1342164407","0","0","318562.462204767"
"AT2G17410.1","8","8","643.35","| Symbols:  | ARID/BRIGHT DNA-binding domain-containing protein | chr2:7559869-7563474 FORWARD LENGTH=786","6163280.64852814","6449704.62004688","9756807.32032369","12460550.2036592","6449704.62004688","38514837.5947384"
"AT2G17480.1","1","1","47.83","| Symbols: MLO8, ATMLO8 | Seven transmembrane MLO family protein | chr2:7590559-7593768 REVERSE LENGTH=593","686135.461256632","698673.417386903","19721.4758857613","1387187.41674385","698673.417386903","77850.2040607527"
"AT2G17570.1","2","2","64.05","| Symbols:  | Undecaprenyl pyrophosphate synthetase family protein | chr2:7645086-7645973 FORWARD LENGTH=295","0","268.786627206212","898314.434830251","0","268.786627206212","3546081.56445059"
"AT2G17700.1","3","3","68.65","| Symbols:  | ACT-like protein tyrosine kinase family protein | chr2:7685778-7689278 REVERSE LENGTH=546","385254.085672396","78303.9164998934","5652.77282819472","778883.544242322","78303.9164998934","22314.2284448277"
"AT2G17840.1","5","5","306.1","| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452","3003006.5217181","24112690.8892796","29510538.4940517","6071298.00826455","24112690.8892796","116492368.878098"
"AT2G17870.1","3","3","48.06","| Symbols: ATCSP3, CSP3 | cold shock domain protein 3 | chr2:7764276-7765181 REVERSE LENGTH=301","53038.282871949","120427.157141512","473533.262336343","107229.611002644","120427.157141512","1869264.821557"
"AT2G17980.1","1","1","59.81","| Symbols: ATSLY1 | Sec1/munc18-like (SM) proteins superfamily | chr2:7824352-7826404 FORWARD LENGTH=627","11687364.3378327","3703903.01632041","154239.245493039","23628810.4314703","3703903.01632041","608856.903274615"
"AT2G18020.1;AT3G51190.1","3","3","101.28","| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258","375343.009584892","196882.392709466","132.328871168193","758845.926583271","196882.392709466","522.36605836436"
"AT2G18220.1","5","5","221.04","| Symbols:  | Noc2p family | chr2:7928254-7931851 FORWARD LENGTH=764","1269147.16716966","9686837.85746235","46347132.1609566","2565885.42599079","9686837.85746235","182954547.482229"
"AT2G18230.1","1","1","37.57","| Symbols: AtPPa2, PPa2 | pyrophosphorylase 2 | chr2:7932139-7933560 REVERSE LENGTH=218","1481332.70771589","160807.545217575","42295.5666194101","2994869.39268688","160807.545217575","166961.058658067"
"AT2G18960.1","2","2","52.14","| Symbols: AHA1, PMA, OST2, HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949","157618.682051786","192543.504833294","17199.2519793493","318663.97341648","192543.504833294","67893.766371277"
"AT2G19385.1","1","1","62.15","| Symbols:  | zinc ion binding | chr2:8387149-8388581 FORWARD LENGTH=275","4532478.25697307","1307829.17502868","188969.770272469","9163491.99212501","1307829.17502868","745955.082786005"
"AT2G19390.1","4","3","88.47","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G29790.1); Has 203 Blast hits to 188 proteins in 60 species: Archae - 0; Bacteria - 11; Metazoa - 24; Fungi - 34; Plants - 93; Viruses - 0; Other Euk","89477.1079459915","1962194.04263112","91614.8943774831","180899.436391156","1962194.04263112","361648.299732009"
"AT2G19470.1","2","2","241.35","| Symbols: ckl5 | casein kinase I-like 5 | chr2:8433851-8436295 REVERSE LENGTH=433","1256401.64397687","2291104.38079685","132646.467890638","2540117.29361576","2291104.38079685","523619.766240719"
"AT2G19480.1","1","1","23.74","| Symbols: NFA02, NFA2, NAP1;2 | nucleosome assembly protein 1;2 | chr2:8438601-8441040 FORWARD LENGTH=379","22460.9882615372","0","0","45410.2754388642","0","0"
"AT2G19490.1","6","6","241.67","| Symbols:  | recA DNA recombination family protein | chr2:8441732-8444006 FORWARD LENGTH=430","388347.984888405","3164483.23053108","13369472.894722","785138.603634328","3164483.23053108","52775775.9646311"
"AT2G19520.1","3","3","70.69","| Symbols: FVE, ACG1, MSI4, NFC4, NFC04, ATMSI4 | Transducin family protein / WD-40 repeat family protein | chr2:8456006-8459235 FORWARD LENGTH=507","1929.6772727633","5532.72760380765","520508.859797381","3901.3054743612","5532.72760380765","2054700.22555017"
"AT2G19540.1","1","1","73.46","| Symbols:  | Transducin family protein / WD-40 repeat family protein | chr2:8461804-8464347 FORWARD LENGTH=469","26276.5700603028","159434.547336793","4028518.28626242","53124.3892803362","159434.547336793","15902510.1602277"
"AT2G19710.1","7","7","336.19","| Symbols:  | Regulator of Vps4 activity in the MVB pathway protein | chr2:8506339-8509817 FORWARD LENGTH=937","688843.44910745","1402465.97963639","982912.253561301","1392662.26374341","1402465.97963639","3880030.07263814"
"AT2G19740.1","1","1","30.26","| Symbols:  | Ribosomal protein L31e family protein | chr2:8513577-8514346 FORWARD LENGTH=119","128051.085193837","571905.98217772","31108.418311486","258885.984053296","571905.98217772","122799.97336837"
"AT2G19750.1","1","1","42.85","| Symbols:  | Ribosomal protein S30 family protein | chr2:8515037-8515806 FORWARD LENGTH=62","1394.15588983902","73092.7049789557","0","2818.620544436","73092.7049789557","0"
"AT2G19810.1","2","2","76.23","| Symbols:  | CCCH-type zinc finger family protein | chr2:8550419-8551498 FORWARD LENGTH=359","1306215.26305099","897115.660577872","137768.074519648","2640827.47325804","897115.660577872","543837.224786769"
"AT2G20000.1","1","1","31.63","| Symbols: HBT, CDC27b | CDC27  family protein | chr2:8632324-8636900 REVERSE LENGTH=744","210283.857410155","35597.3676209173","0","425139.258083938","35597.3676209173","0"
"AT2G20190.1","10","10","424.77","| Symbols: ATCLASP, CLASP | CLIP-associated protein | chr2:8711862-8718813 REVERSE LENGTH=1439","4191181.8011036","6231538.86945648","514359.909799244","8473479.3405499","6231538.86945648","2030427.34582822"
"AT2G20330.1","1","1","57.83","| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr2:8772888-8775518 REVERSE LENGTH=648","1973081.71240516","956218.795005991","1271203.08750757","3989057.96042529","956218.795005991","5018053.4326325"
"AT2G20420.1","2","2","36.66","| Symbols:  | ATP citrate lyase (ACL) family protein | chr2:8805574-8807858 FORWARD LENGTH=421","18376.5476041332","131549.897363863","34367.6706301604","37152.5989240679","131549.897363863","135665.818681574"
"AT2G20550.1","1","1","103.74","| Symbols:  | HSP40/DnaJ peptide-binding protein | chr2:8846051-8847113 REVERSE LENGTH=284","591688.740778326","52754.5201702835","659.559949752363","1196240.71656853","52754.5201702835","2603.60213281975"
"AT2G20790.1","1","1","46.92","| Symbols:  | clathrin adaptor complexes medium subunit family protein | chr2:8950162-8952613 REVERSE LENGTH=613","22168.2621310911","25878.6671574563","818446.597265272","44818.4593505903","25878.6671574563","3230804.57968832"
"AT2G20840.1","1","1","174.22","| Symbols:  | Secretory carrier membrane protein (SCAMP) family protein | chr2:8971925-8974400 REVERSE LENGTH=282","3861819.75005519","1774894.16770892","221555.523165043","7807594.95100017","1774894.16770892","874586.81029235"
"AT2G20850.1","1","1","69.93","| Symbols: SRF1 | STRUBBELIG-receptor family 1 | chr2:8975670-8979182 REVERSE LENGTH=775","1319687.86930416","889322.717986587","152275.895579432","2668065.57844345","889322.717986587","601106.611546839"
"AT2G20950.1","5","5","101.88","| Symbols:  | Arabidopsis phospholipase-like protein (PEARLI 4) family | chr2:9003295-9005354 FORWARD LENGTH=520","666153.437858868","1531733.58558854","611334.137807331","1346788.96340099","1531733.58558854","2413231.52756364"
"AT2G21150.1","1","1","113","| Symbols: XCT | XAP5 family protein | chr2:9065397-9067921 FORWARD LENGTH=337","4335121.86666072","4606627.83467294","765681.348261036","8764488.70966258","4606627.83467294","3022514.62075771"
"AT2G21230.1","8","8","504.53","| Symbols:  | Basic-leucine zipper (bZIP) transcription factor family protein | chr2:9093920-9096059 REVERSE LENGTH=519","5536771.81710703","4271556.17870129","295199.720695757","11193912.3216373","4271556.17870129","1165296.07763455"
"AT2G21330.1","1","1","53.5","| Symbols: FBA1 | fructose-bisphosphate aldolase 1 | chr2:9128416-9130152 REVERSE LENGTH=399","124.644854521277","5379.65955442813","63040.3342017851","251.99947170361","5379.65955442813","248850.689983621"
"AT2G21380.1","2","1","67.93","| Symbols:  | Kinesin motor family protein | chr2:9141833-9148883 FORWARD LENGTH=1058","47333.6915138941","3851.27587890006","0","95696.4112244746","3851.27587890006","0"
"AT2G21470.2","1","1","33.98","| Symbols: SAE2, ATSAE2, EMB2764 | SUMO-activating enzyme 2 | chr2:9198752-9202136 FORWARD LENGTH=700","4333.5479406143","579.157462415989","115073.599806171","8761.30664062552","579.157462415989","454251.156394629"
"AT2G21500.1","3","3","144.23","| Symbols:  | RING/U-box superfamily protein | chr2:9207965-9209575 REVERSE LENGTH=421","375014.634586865","459058.959952565","2461.13491457604","758182.037758167","459058.959952565","9715.28989162121"
"AT2G21640.1","2","2","120.61","| Symbols:  | Encodes a protein of unknown function that is a marker for oxidative stress response. | chr2:9254985-9255453 FORWARD LENGTH=104","356047.460759731","331905.61056773","0","719835.346252081","331905.61056773","0"
"AT2G21660.1","2","2","209.34","| Symbols: ATGRP7, CCR2, GR-RBP7, GRP7 | cold, circadian rhythm, and rna binding 2 | chr2:9265477-9266316 REVERSE LENGTH=176","2316541.2123048","2277212.13609562","406870.162131595","4683443.72435205","2277212.13609562","1606113.32192665"
"AT2G22090.1;AT2G22090.2","2","2","62.88","| Symbols: UBA1A | RNA-binding (RRM/RBD/RNP motifs) family protein | chr2:9388571-9390450 REVERSE LENGTH=343","110060.088307633","36598.5621649822","17533.8640068353","222512.868386731","36598.5621649822","69214.6418864698"
"AT2G22300.1","5","5","126.68","| Symbols: CAMTA3, SR1 | signal responsive 1 | chr2:9471599-9476472 FORWARD LENGTH=1032","2871843.83422929","1057125.20677207","579111.814399551","5806121.17379872","1057125.20677207","2286034.4320147"
"AT2G22400.1","3","3","157.06","| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr2:9504823-9508788 REVERSE LENGTH=808","1948647.09718501","1828522.25183972","1259800.41294076","3939657.52468001","1828522.25183972","4973041.56095479"
"AT2G22560.1","6","5","245.92","| Symbols:  | Kinase interacting (KIP1-like) family protein | chr2:9585892-9588838 FORWARD LENGTH=947","2846618.50787529","925905.896154176","109697.146424157","5755122.12583022","925905.896154176","433027.69445205"
"AT2G23140.2","7","7","283.08","| Symbols:  | RING/U-box superfamily protein with ARM repeat domain | chr2:9845696-9848762 REVERSE LENGTH=826","114707.274067206","2883067.5027977","1060050.65258066","231908.269109999","2883067.5027977","4184532.64330592"
"AT2G23350.1","2","2","51.26","| Symbols: PAB4, PABP4 | poly(A) binding protein 4 | chr2:9943209-9946041 FORWARD LENGTH=662","2181141.29809415","1008942.95862696","164164.441163298","4409700.31969371","1008942.95862696","648036.451131401"
"AT2G23520.1","2","2","58.89","| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:10014256-10016943 REVERSE LENGTH=895","600653.361221676","211410.007888524","0","1214364.84711867","211410.007888524","0"
"AT2G23930.1","1","1","86.97","| Symbols: SNRNP-G | probable small nuclear ribonucleoprotein G | chr2:10182353-10183026 FORWARD LENGTH=80","724056.142609165","38871.0623126415","526.879395546032","1463853.17004896","38871.0623126415","2079.84781140437"
"AT2G24050.1","6","6","445.73","| Symbols: eIFiso4G2 | MIF4G domain-containing protein / MA3 domain-containing protein | chr2:10225500-10228456 REVERSE LENGTH=747","22051715.8616219","6048691.10664238","62113.549695671","44582833.1111592","6048691.10664238","245192.223277616"
"AT2G24100.1","2","2","69.62","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G30780.1); Has 101 Blast hits to 101 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 95; Viruses - 0; Other Eukary","171721.890974151","14085.8705730253","501.1452452348","347176.993158943","14085.8705730253","1978.26267321976"
