Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 100	Peptides 100 (2)	Peptides 250-1	Peptides 250-2	Razor + unique peptides 100	Razor + unique peptides 100 (2)	Razor + unique peptides 250-1	Razor + unique peptides 250-2	Unique peptides 100	Unique peptides 100 (2)	Unique peptides 250-1	Unique peptides 250-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 100	Identification type 100 (2)	Identification type 250-1	Identification type 250-2	Sequence coverage 100 [%]	Sequence coverage 100 (2) [%]	Sequence coverage 250-1 [%]	Sequence coverage 250-2 [%]	Intensity	Intensity 100	Intensity 100 (2)	Intensity 250-1	Intensity 250-2	LFQ intensity 100	LFQ intensity 100 (2)	LFQ intensity 250-1	LFQ intensity 250-2	MS/MS Count 100	MS/MS Count 100 (2)	MS/MS Count 250-1	MS/MS Count 250-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
tr|A0A178UDQ4|A0A178UDQ4_ARATH;sp|O65282|CH20_ARATH;tr|Q41950|Q41950_ARATH	tr|A0A178UDQ4|A0A178UDQ4_ARATH;sp|O65282|CH20_ARATH	6;6;1	6;6;1	6;6;1	>tr|A0A178UDQ4|A0A178UDQ4_ARATH CPN21 OS=Arabidopsis thaliana GN=AXX17_At5g20700 PE=3 SV=1;>sp|O65282|CH20_ARATH 20 kDa chaperonin, chloroplastic OS=Arabidopsis thaliana GN=CPN20 PE=1 SV=2	3	6	6	6	5	4	6	5	5	4	6	5	5	4	6	5	31.2	31.2	31.2	26.802	253	253;253;78	0	49.653	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.1	20.2	31.2	28.1	246670000	52889000	56563000	70037000	67180000	84856000	57543000	102750000	265000000	4	3	6	5	18				234	668;984;2204;5225;5968;6066	True;True;True;True;True;True	807;1199;2709;6471;7394;7507	2019;2020;3075;3076;3077;3078;3079;7104;7105;7106;7107;17406;17407;17408;20211;20212;20213;20214;20484;20485;20486;20487	1849;1850;2801;2802;2803;2804;2805;6543;6544;6545;6546;15927;15928;18445;18446;18447;18718;18719;18720;18721	1850;2805;6546;15928;18446;18720				
tr|A0A178WFZ3|A0A178WFZ3_ARATH;sp|O65396|GCST_ARATH	tr|A0A178WFZ3|A0A178WFZ3_ARATH;sp|O65396|GCST_ARATH	1;1	1;1	1;1	>tr|A0A178WFZ3|A0A178WFZ3_ARATH Aminomethyltransferase OS=Arabidopsis thaliana GN=AXX17_At1g12220 PE=3 SV=1;>sp|O65396|GCST_ARATH Aminomethyltransferase, mitochondrial OS=Arabidopsis thaliana GN=GDCST PE=2 SV=1	2	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	2.9	2.9	2.9	44.444	408	408;408	0.0041085	6.0247	By matching	By matching	By MS/MS	By matching	0	0	2.9	0	18532000	0	0	18532000	0	0	0	35135000	0	0	0	1	0	1				235	4297	True	5290	14135	12938	12938				
tr|Q42068|Q42068_ARATH;tr|A0A178V1P2|A0A178V1P2_ARATH;tr|A0A178UPD3|A0A178UPD3_ARATH;sp|P42733|RS113_ARATH;sp|O65569|RS112_ARATH;tr|A0A178VH97|A0A178VH97_ARATH;sp|P16181|RS111_ARATH;tr|A0A178VR00|A0A178VR00_ARATH	tr|Q42068|Q42068_ARATH;tr|A0A178V1P2|A0A178V1P2_ARATH;tr|A0A178UPD3|A0A178UPD3_ARATH;sp|P42733|RS113_ARATH;sp|O65569|RS112_ARATH;tr|A0A178VH97|A0A178VH97_ARATH;sp|P16181|RS111_ARATH;tr|A0A178VR00|A0A178VR00_ARATH	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	>tr|Q42068|Q42068_ARATH Ribosomal protein 40S-S11 (Fragment) OS=Arabidopsis thaliana PE=2 SV=1;>tr|A0A178V1P2|A0A178V1P2_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At4g35290 PE=3 SV=1;>tr|A0A178UPD3|A0A178UPD3_ARATH RPS11-BETA OS=Arabid	8	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	6.8	6.8	6.8	11.734	103	103;159;159;159;159;160;160;209	0.0044589	5.8182	By matching	By matching	By MS/MS	By matching	0	0	6.8	0	16938000	0	0	16938000	0	0	0	18149000	0	0	0	1	0	1				236	3271	True	4027	10723;10724	9821;9822	9822				
tr|A0A178V1L5|A0A178V1L5_ARATH;sp|O65570|VILI4_ARATH	tr|A0A178V1L5|A0A178V1L5_ARATH;sp|O65570|VILI4_ARATH	3;3	3;3	3;3	>tr|A0A178V1L5|A0A178V1L5_ARATH VLN4 OS=Arabidopsis thaliana GN=AXX17_At4g34590 PE=4 SV=1;>sp|O65570|VILI4_ARATH Villin-4 OS=Arabidopsis thaliana GN=VLN4 PE=1 SV=1	2	3	3	3	3	2	2	2	3	2	2	2	3	2	2	2	3.8	3.8	3.8	109.33	974	974;974	0	30.848	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.8	2.1	2.1	2.1	861750000	218820000	246730000	178840000	217370000	529340000	285780000	317710000	560270000	2	3	2	2	9				237	3350;4561;4634	True;True;True	4127;5629;5630;5719	10995;10996;10997;10998;15108;15109;15110;15111;15112;15348	10051;10052;10053;10054;13816;13817;13818;13819;14027	10051;13818;14027	59	507;508;509;510	774	775;777;787;806
tr|A0A178UVZ7|A0A178UVZ7_ARATH;sp|O65639|CSP1_ARATH	tr|A0A178UVZ7|A0A178UVZ7_ARATH;sp|O65639|CSP1_ARATH	1;1	1;1	1;1	>tr|A0A178UVZ7|A0A178UVZ7_ARATH CSP1 OS=Arabidopsis thaliana GN=AXX17_At4g41170 PE=4 SV=1;>sp|O65639|CSP1_ARATH Cold shock protein 1 OS=Arabidopsis thaliana GN=CSP1 PE=1 SV=1	2	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	6	6	6	30.105	299	299;299	0	9.7549	By matching	By MS/MS	By matching	By matching	0	6	0	0	126320000	0	126320000	0	0	0	126320000	0	0	0	1	0	0	1				238	4794	True	5909	15860	14518	14518		511		128
tr|A0A178VI76|A0A178VI76_ARATH;sp|O65719|HSP7C_ARATH;tr|A0A178W9N7|A0A178W9N7_ARATH;sp|Q9S9N1|HSP7E_ARATH	tr|A0A178VI76|A0A178VI76_ARATH;sp|O65719|HSP7C_ARATH	19;19;4;4	3;3;0;0	3;3;0;0	>tr|A0A178VI76|A0A178VI76_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g09090 PE=3 SV=1;>sp|O65719|HSP7C_ARATH Heat shock 70 kDa protein 3 OS=Arabidopsis thaliana GN=HSP70-3 PE=1 SV=1	4	19	3	3	6	5	12	11	1	0	0	3	1	0	0	3	29.4	4.3	4.3	71.147	649	649;649;646;646	0	17.673	By matching	By matching	By matching	By MS/MS	13.3	10	19.3	19.9	17794000	3274900	0	0	14519000	0	0	0	55157000	0	0	0	2	2				239	423;518;526;1006;1321;1623;2058;2201;2749;2924;3038;3133;3134;3149;3164;3463;5340;5545;6014	False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False	513;630;638;1226;1616;1975;2516;2706;3381;3589;3731;3865;3866;3883;3901;4261;6616;6882;7446	1299;1300;1301;1302;1303;1304;1305;1621;1634;3141;3142;4191;5133;6570;6571;6572;6573;6574;7098;7099;9004;9597;10005;10318;10319;10352;10353;10395;10396;11413;11414;17838;17839;18608;18609;18610;18611;18612;20339	1202;1203;1204;1205;1206;1207;1495;1506;2865;2866;3801;4679;6079;6080;6081;6082;6083;6539;8308;8838;9172;9449;9450;9478;9517;9518;10440;16315;16316;17017;17018;17019;17020;18574	1205;1495;1506;2865;3801;4679;6081;6539;8308;8838;9172;9449;9450;9478;9518;10440;16315;17019;18574	60;61;62	512	243;332;555	517
tr|B9DFZ7|B9DFZ7_ARATH;sp|O80345|CDKF1_ARATH	tr|B9DFZ7|B9DFZ7_ARATH;sp|O80345|CDKF1_ARATH	1;1	1;1	1;1	>tr|B9DFZ7|B9DFZ7_ARATH AT4G28980 protein OS=Arabidopsis thaliana GN=At4g28980 PE=2 SV=1;>sp|O80345|CDKF1_ARATH Cyclin-dependent kinase F-1 OS=Arabidopsis thaliana GN=CDKF-1 PE=1 SV=1	2	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	4.8	4.8	4.8	53.752	479	479;479	0	11.284	By matching	By MS/MS	By matching	By matching	0	4.8	0	0	30153000	0	30153000	0	0	0	30153000	0	0	0	1	0	0	1				240	2671	True	3286	8749	8080	8080		513		208
tr|A0A178WEQ2|A0A178WEQ2_ARATH;sp|O80358|FPG_ARATH	tr|A0A178WEQ2|A0A178WEQ2_ARATH;sp|O80358|FPG_ARATH	2;2	2;2	2;2	>tr|A0A178WEQ2|A0A178WEQ2_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At1g46780 PE=4 SV=1;>sp|O80358|FPG_ARATH Formamidopyrimidine-DNA glycosylase OS=Arabidopsis thaliana GN=FPG1 PE=1 SV=1	2	2	2	2	0	1	2	0	0	1	2	0	0	1	2	0	16.1	16.1	16.1	15.499	143	143;390	0	237.4	By matching	By MS/MS	By MS/MS	By matching	0	16.1	16.1	0	4207500000	0	1584800000	2622700000	0	0	1653400000	4738800000	0	0	2	5	0	7				241	5270;5350	True;True	6529;6630	17565;17874;17875;17876;17877;17878;17879	16077;16352;16353;16354;16355;16356;16357	16077;16354		514;515		97;104
tr|A0A178VN29|A0A178VN29_ARATH;tr|A0A178VPR5|A0A178VPR5_ARATH;sp|O80450|TGT3B_ARATH	tr|A0A178VN29|A0A178VN29_ARATH;tr|A0A178VPR5|A0A178VPR5_ARATH;sp|O80450|TGT3B_ARATH	3;3;3	3;3;3	3;3;3	>tr|A0A178VN29|A0A178VN29_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At2g35100 PE=4 SV=1;>tr|A0A178VPR5|A0A178VPR5_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At2g35100 PE=4 SV=1;>sp|O80450|TGT3B_ARATH Trihelix transc	3	3	3	3	0	2	3	0	0	2	3	0	0	2	3	0	13.7	13.7	13.7	21.764	183	183;289;289	0	323.31	By matching	By MS/MS	By MS/MS	By matching	0	13.7	13.7	0	1381200000	0	442560000	938680000	0	0	913200000	678370000	0	0	4	7	0	11				242	1173;2472;3772	True;True;True	1429;3040;4646	3630;8095;8096;8097;8098;8099;8100;12338;12339;12340;12341	3314;7473;7474;7475;7476;7477;7478;7479;11268;11269;11270;11271	3314;7477;11269		516;517;7623		48;49;50
tr|A0A178VY66|A0A178VY66_ARATH;sp|O80452|AMPD_ARATH	tr|A0A178VY66|A0A178VY66_ARATH;sp|O80452|AMPD_ARATH	9;9	9;9	9;9	>tr|A0A178VY66|A0A178VY66_ARATH FAC1 OS=Arabidopsis thaliana GN=AXX17_At2g35140 PE=4 SV=1;>sp|O80452|AMPD_ARATH AMP deaminase OS=Arabidopsis thaliana GN=AMPD PE=1 SV=2	2	9	9	9	8	9	7	7	8	9	7	7	8	9	7	7	11.9	11.9	11.9	95.128	839	839;839	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.7	11.9	10.6	10.6	5011100000	1346000000	2313400000	1115800000	235850000	1945400000	2084500000	932280000	1116800000	16	24	14	9	63				243	416;1144;2540;2561;4308;4309;4638;5314;5781	True;True;True;True;True;True;True;True;True	502;1389;1390;3128;3157;3158;5306;5307;5308;5723;5724;6588;7166;7167	1264;3529;3530;3531;3532;3533;3534;3535;3536;3537;3538;8334;8335;8336;8337;8430;8431;8432;8433;8434;8435;8436;8437;8438;8439;8440;8441;14181;14182;14183;14184;14185;14186;14187;14188;14189;14190;14191;14192;14193;14194;14195;14196;14197;15355;15356;15357;15358;15359;15360;17745;17746;17747;17748;17749;17750;17751;17752;17753;17754;17755;19518;19519;19520;19521;19522;19523;19524;19525;19526;19527;19528;19529	1171;1172;3214;3215;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;7698;7699;7700;7786;7787;7788;7789;7790;7791;7792;7793;7794;7795;7796;12980;12981;12982;12983;12984;12985;12986;12987;12988;12989;12990;12991;12992;12993;12994;12995;12996;14033;14034;14035;14036;16234;16235;16236;16237;16238;16239;16240;17845;17846;17847;17848;17849;17850;17851;17852;17853;17854;17855;17856	1171;3216;7698;7792;12981;12993;14033;16237;17850		518;519;520;521;522;523;524;525;526;6840;7624		70;73;76;127;134;140;203;205;276;279;280
tr|A0A178VPP9|A0A178VPP9_ARATH;sp|O80462|XLG1_ARATH	tr|A0A178VPP9|A0A178VPP9_ARATH;sp|O80462|XLG1_ARATH	1;1	1;1	1;1	>tr|A0A178VPP9|A0A178VPP9_ARATH XLG1 OS=Arabidopsis thaliana GN=AXX17_At2g19140 PE=4 SV=1;>sp|O80462|XLG1_ARATH Extra-large guanine nucleotide-binding protein 1 OS=Arabidopsis thaliana GN=XLG1 PE=1 SV=2	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.8	1.8	1.8	98.873	888	888;888	0	9.1336	By MS/MS	By matching	By matching	By matching	1.8	0	0	0	4330000	4330000	0	0	0	7037000	0	0	0	2	0	0	0	2				244	5014	True	6196	16600;16601	15203;15204	15204		527;528		462;471
tr|A0A178VYR3|A0A178VYR3_ARATH;sp|O80504|CH102_ARATH	tr|A0A178VYR3|A0A178VYR3_ARATH;sp|O80504|CH102_ARATH	1;1	1;1	1;1	>tr|A0A178VYR3|A0A178VYR3_ARATH CPN10 OS=Arabidopsis thaliana GN=AXX17_At2g42220 PE=4 SV=1;>sp|O80504|CH102_ARATH 10 kDa chaperonin 2, chloroplastic OS=Arabidopsis thaliana GN=CPN10-2 PE=2 SV=1	2	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	5	5	5	15.049	139	139;139	0.0051834	5.5428	By matching	By matching	By MS/MS	By matching	0	0	5	0	6447200	0	0	6447200	0	0	0	12224000	0	0	0	1	0	1				245	2672	True	3287	8750	8081	8081				
tr|A0A178WPW6|A0A178WPW6_ARATH;sp|O80653|SKIP_ARATH	tr|A0A178WPW6|A0A178WPW6_ARATH;sp|O80653|SKIP_ARATH	3;3	3;3	3;3	>tr|A0A178WPW6|A0A178WPW6_ARATH SKIP OS=Arabidopsis thaliana GN=AXX17_At1g71720 PE=4 SV=1;>sp|O80653|SKIP_ARATH SNW/SKI-interacting protein OS=Arabidopsis thaliana GN=SKIP PE=1 SV=1	2	3	3	3	2	2	2	1	2	2	2	1	2	2	2	1	7.3	7.3	7.3	69.425	613	613;613	0	43.715	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.9	4.7	4.7	3.3	3042800000	364490000	1086900000	1160400000	431050000	599690000	839960000	1406500000	1699800000	4	6	7	3	20				246	362;1629;5061	True;True;True	437;438;1982;6259	1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;5145;5146;16813	1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;4694;4695;15386	1019;4695;15386	63	529;530;531;532;533	241	21;235;243;362;364
tr|A0A178VNU4|A0A178VNU4_ARATH;sp|O80673|CAMK1_ARATH	tr|A0A178VNU4|A0A178VNU4_ARATH;sp|O80673|CAMK1_ARATH	3;3	2;2	2;2	>tr|A0A178VNU4|A0A178VNU4_ARATH CRK1 OS=Arabidopsis thaliana GN=AXX17_At2g38340 PE=4 SV=1;>sp|O80673|CAMK1_ARATH CDPK-related kinase 1 OS=Arabidopsis thaliana GN=CRK1 PE=1 SV=1	2	3	2	2	3	3	2	1	2	2	2	1	2	2	2	1	6.8	5.6	5.6	64.341	576	576;576	0	42.511	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.8	6.8	5.6	2.6	182820000	58260000	62556000	31939000	30068000	47365000	45333000	51230000	0	5	2	1	3	11				247	4897;4939;5278	True;True;False	6049;6097;6098;6099;6539	16221;16222;16223;16343;16344;16345;16346;16347;16348;16349;16350;16351;16352;16353;16354;16355;17597;17598	14862;14863;14864;14865;14978;14979;14980;14981;14982;14983;14984;14985;16103;16104	14864;14985;16103		534;535;536;537;538;539;540;541;6841		42;44;52;53;55;59;62;63;333
tr|A0A178VQQ9|A0A178VQQ9_ARATH;sp|O80678|UBA2B_ARATH	tr|A0A178VQQ9|A0A178VQQ9_ARATH;sp|O80678|UBA2B_ARATH	1;1	1;1	1;1	>tr|A0A178VQQ9|A0A178VQQ9_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At2g38250 PE=4 SV=1;>sp|O80678|UBA2B_ARATH UBP1-associated protein 2B OS=Arabidopsis thaliana GN=UBA2B PE=2 SV=1	2	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	3.1	3.1	3.1	49.013	451	451;451	0	10.751	By matching	By MS/MS	By matching	By matching	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				248	2691	True	3312	8804	8134	8134		542		11
tr|F4IK66|F4IK66_ARATH;tr|A0A178VQ50|A0A178VQ50_ARATH;sp|O80719|Y2706_ARATH	tr|F4IK66|F4IK66_ARATH;tr|A0A178VQ50|A0A178VQ50_ARATH;sp|O80719|Y2706_ARATH	1;1;1	1;1;1	1;1;1	>tr|F4IK66|F4IK66_ARATH Pto-interacting 1-4 OS=Arabidopsis thaliana GN=At2g47060 PE=3 SV=1;>tr|A0A178VQ50|A0A178VQ50_ARATH PTI1-4 OS=Arabidopsis thaliana GN=AXX17_At2g44810 PE=3 SV=1;>sp|O80719|Y2706_ARATH Probable receptor-like protein kinase At2g47060 OS	3	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	8.1	8.1	8.1	35.842	322	322;365;365	0	9.5501	By MS/MS	By matching	By matching	By matching	8.1	0	0	0	11288000	11288000	0	0	0	18344000	0	0	0	1	0	0	0	1				249	2735	True	3366	8947	8255	8255	64	543;6842	253	237;238
tr|A0A178VT74|A0A178VT74_ARATH;sp|O80725|AB4B_ARATH	tr|A0A178VT74|A0A178VT74_ARATH;sp|O80725|AB4B_ARATH	4;4	4;4	4;4	>tr|A0A178VT74|A0A178VT74_ARATH PGP4 OS=Arabidopsis thaliana GN=AXX17_At2g44740 PE=4 SV=1;>sp|O80725|AB4B_ARATH ABC transporter B family member 4 OS=Arabidopsis thaliana GN=ABCB4 PE=1 SV=1	2	4	4	4	2	4	3	2	2	4	3	2	2	4	3	2	3.7	3.7	3.7	139.03	1286	1286;1286	0	84.723	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.1	3.7	3.7	1.1	2655800000	578920000	689990000	916590000	470320000	915560000	639700000	1366900000	1722200000	4	8	6	6	24				250	1595;3115;3116;3117	True;True;True;True	1944;3836;3837;3838;3839;3840;3841	5039;5040;10231;10232;10233;10234;10235;10236;10237;10238;10239;10240;10241;10242;10243;10244;10245;10246;10247;10248;10249;10250;10251;10252;10253;10254;10255;10256;10257	4585;4586;9378;9379;9380;9381;9382;9383;9384;9385;9386;9387;9388;9389;9390;9391;9392;9393;9394;9395;9396;9397;9398;9399;9400	4586;9378;9391;9394	65;66	544;545;546;547;548;549;550	637;674	639;642;646;647;667;668;671
sp|O80735|JAL16_ARATH;tr|A0A178W623|A0A178W623_ARATH	sp|O80735|JAL16_ARATH;tr|A0A178W623|A0A178W623_ARATH	1;1	1;1	1;1	>sp|O80735|JAL16_ARATH Jacalin-related lectin 16 OS=Arabidopsis thaliana GN=JAL16 PE=3 SV=1;>tr|A0A178W623|A0A178W623_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At1g53200 PE=4 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	1.3	1.3	59.132	531	531;595	0.003314	6.1306	By matching	By MS/MS	By MS/MS	By MS/MS	1.3	1.3	1.3	1.3	51763000	10138000	11083000	8725100	21818000	0	0	0	82888000	0	1	1	1	3				251	3071	True	3775;3776	10090;10091;10092;10093	9253;9254;9255	9255	67		417	
tr|Q42082|Q42082_ARATH;tr|A0A178VU78|A0A178VU78_ARATH;tr|A0A178VP05|A0A178VP05_ARATH;sp|P42761|GSTFA_ARATH;sp|O80852|GSTF9_ARATH	tr|Q42082|Q42082_ARATH;tr|A0A178VU78|A0A178VU78_ARATH;tr|A0A178VP05|A0A178VP05_ARATH;sp|P42761|GSTFA_ARATH;sp|O80852|GSTF9_ARATH	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	>tr|Q42082|Q42082_ARATH Glutathione S-transferase (Fragment) OS=Arabidopsis thaliana PE=2 SV=1;>tr|A0A178VU78|A0A178VU78_ARATH GSTF10 OS=Arabidopsis thaliana GN=AXX17_At2g26990 PE=3 SV=1;>tr|A0A178VP05|A0A178VP05_ARATH GSTF9 OS=Arabidopsis thaliana GN=AXX1	5	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	8.3	8.3	8.3	12.247	108	108;215;215;215;215	0.0089669	5.304	By matching	By matching	By MS/MS	By matching	0	0	8.3	0	4231800	0	0	4231800	0	0	0	8023300	0	0	0	1	0	1				252	4747	True	5853	15738	14400	14400				
tr|A0A178VYR1|A0A178VYR1_ARATH;sp|O80925|AGD7_ARATH	tr|A0A178VYR1|A0A178VYR1_ARATH;sp|O80925|AGD7_ARATH	4;4	4;4	4;4	>tr|A0A178VYR1|A0A178VYR1_ARATH ASP1 OS=Arabidopsis thaliana GN=AXX17_At2g34350 PE=4 SV=1;>sp|O80925|AGD7_ARATH ADP-ribosylation factor GTPase-activating protein AGD7 OS=Arabidopsis thaliana GN=AGD7 PE=1 SV=1	2	4	4	4	4	4	3	2	4	4	3	2	4	4	3	2	11.4	11.4	11.4	49.251	456	456;456	0	97.321	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.4	11.4	8.6	6.4	2328000000	643760000	1341800000	228890000	113550000	1046000000	1011600000	347760000	845430000	8	3	3	3	17				253	3425;4404;5230;6069	True;True;True;True	4214;5428;6476;7511	11267;11268;11269;11270;14505;14506;14507;14508;17416;17417;17418;17419;17420;17421;20496;20497	10297;10298;10299;10300;10301;13261;13262;13263;13264;13265;15935;15936;15937;15938;15939;15940;18730	10301;13263;15936;18730		551;552;553;554;555;556;557		173;191;239;240;367;375;376
tr|A0A178V2N6|A0A178V2N6_ARATH;sp|O81126|RSZ22_ARATH	tr|A0A178V2N6|A0A178V2N6_ARATH;sp|O81126|RSZ22_ARATH	3;3	3;3	3;3	>tr|A0A178V2N6|A0A178V2N6_ARATH SRZ22 OS=Arabidopsis thaliana GN=AXX17_At4g36170 PE=4 SV=1;>sp|O81126|RSZ22_ARATH Serine/arginine-rich splicing factor RSZ22 OS=Arabidopsis thaliana GN=RSZ22 PE=1 SV=1	2	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	10	10	10	22.39	200	200;200	0	29.066	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10	10	6	10	6936500000	321180000	2129200000	3925600000	560550000	1391200000	1553600000	5591900000	2663000000	6	11	13	13	43				254	1639;4700;5201	True;True;True	1996;5798;6439;6440	5181;5182;5183;5184;5185;5186;5187;15579;15580;15581;15582;15583;17299;17300;17301;17302;17303;17304;17305;17306;17307;17308;17309;17310;17311	4725;4726;4727;4728;4729;4730;4731;4732;4733;4734;4735;4736;14254;14255;14256;14257;14258;14259;14260;14261;14262;14263;14264;14265;15804;15805;15806;15807;15808;15809;15810;15811;15812;15813;15814;15815;15816;15817;15818;15819;15820;15821;15822	4732;14254;15813		558;559;560;561;562		160;162;170;172;174
tr|A0A178WC08|A0A178WC08_ARATH;sp|O81127|RSZ21_ARATH	tr|A0A178WC08|A0A178WC08_ARATH;sp|O81127|RSZ21_ARATH	6;6	6;6	6;6	>tr|A0A178WC08|A0A178WC08_ARATH SRZ21 OS=Arabidopsis thaliana GN=AXX17_At1g25030 PE=4 SV=1;>sp|O81127|RSZ21_ARATH Serine/arginine-rich splicing factor RSZ21 OS=Arabidopsis thaliana GN=RSZ21 PE=1 SV=1	2	6	6	6	4	4	4	5	4	4	4	5	4	4	4	5	18.7	18.7	18.7	21.537	187	187;187	0	51.787	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.9	14.4	13.9	15	5575700000	1069400000	1568800000	2428800000	508630000	2532900000	1904500000	2723400000	1348000000	7	9	7	6	29				255	1640;3906;3917;4643;5158;5202	True;True;True;True;True;True	1997;4804;4821;5729;6388;6441;6442	5188;5189;5190;5191;5192;12721;12722;12788;12789;12790;15368;15369;15370;15371;17149;17312;17313;17314;17315;17316;17317;17318;17319;17320	4737;4738;4739;4740;4741;11650;11651;11711;11712;14044;14045;14046;14047;14048;14049;15670;15823;15824;15825;15826;15827;15828;15829;15830;15831;15832;15833;15834;15835	4740;11650;11712;14048;15670;15828		563;564;565;566;567;568;6843;7625		123;146;148;155;157;159;162;181
tr|A0A178W977|A0A178W977_ARATH;tr|A0A178VCX2|A0A178VCX2_ARATH;sp|Q42134|PSA5B_ARATH;sp|O81149|PSA5A_ARATH	tr|A0A178W977|A0A178W977_ARATH;tr|A0A178VCX2|A0A178VCX2_ARATH;sp|Q42134|PSA5B_ARATH;sp|O81149|PSA5A_ARATH	1;1;1;1	1;1;1;1	1;1;1;1	>tr|A0A178W977|A0A178W977_ARATH Proteasome endopeptidase complex OS=Arabidopsis thaliana GN=AXX17_At1g48310 PE=3 SV=1;>tr|A0A178VCX2|A0A178VCX2_ARATH Proteasome endopeptidase complex OS=Arabidopsis thaliana GN=AXX17_At3g14880 PE=3 SV=1;>sp|Q42134|PSA5B_ARA	4	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	8	8	8	25.947	237	237;237;237;237	0	17.096	By MS/MS	By matching	By matching	By matching	8	0	0	8	8175900	5873800	0	0	2302200	0	0	0	8746000	1	0	0	0	1				256	177	True	216	551;552	492	492				
tr|F4J504|F4J504_ARATH;tr|A0A178VDR9|A0A178VDR9_ARATH;sp|O81235|SODM1_ARATH	tr|F4J504|F4J504_ARATH;tr|A0A178VDR9|A0A178VDR9_ARATH;sp|O81235|SODM1_ARATH	2;2;2	2;2;2	2;2;2	>tr|F4J504|F4J504_ARATH Superoxide dismutase OS=Arabidopsis thaliana GN=MSD1 PE=1 SV=1;>tr|A0A178VDR9|A0A178VDR9_ARATH Superoxide dismutase OS=Arabidopsis thaliana GN=AXX17_At3g10800 PE=3 SV=1;>sp|O81235|SODM1_ARATH Superoxide dismutase [Mn] 1, mitochondri	3	2	2	2	1	2	0	0	1	2	0	0	1	2	0	0	13	13	13	25.344	230	230;231;231	0	50.734	By MS/MS	By MS/MS	By matching	By matching	9.6	13	0	0	93465000	40202000	53263000	0	0	43534000	0	0	0	2	0	0	0	2				257	1830;1831	True;True	2238;2239	5788;5789;5790;5791;5792	5305;5306;5307;5308;5309	5306;5309				
